Cluster ID,confidence_score,Id,Name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_NAEYC Valid Until,canonical_Program Name,canonical_Agency,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Email Address,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Name,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id 
113,0.66719409434162835,1107,"Till, Emmet",6543 S. Champlain,,5350570,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.62526404723829154,1108,Marquette,6550 S. Richmond,,5359260,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.51333804507644809,1109,Dumas,6615 S. Kenwood Ave,,5350802,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
293,0.099190353864600289,1110,Onahan,6634 W. Raven St.,,5341180,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
113,0.62244500298889316,1111,Banneker,6656 S. Normal Blvd.,,5353020,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
293,0.40930295219788182,1112,Kilmer,6700 N. Greenview,,5342115,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
293,0.41230430390670714,1113,Boone,6710 N. Washtenaw,,5342160,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
113,0.61274279611451288,1114,Brownell,6741 S. Michigan,,5353030,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.60616793145938797,1115,Parkside,6938 S. East End Av.,,5350940,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.61163728006032048,1116,Wentworth,6950 S. Sangamon,,5353394,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.63477582542263733,1117,Park Manor,7037 S. Rhodes,,5353070,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
293,0.4045179318561245,1118,Howe,720 N. Lorel,,5346060,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
113,0.56922828482121846,1119,Randolph,7316 S. Hoyne,,5359015,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
293,0.41893996811106138,1120,Rogers,7345 N. Washtenaw,,5342125,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
293,0.018163875167669041,1121,Ebinger,7350 W Pratt,,5341070,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
113,0.53543733662488502,1122,Bouchet,7355 S. Jeffery,,5350501,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
293,0.17658658247244985,1123,King,740 S. Campbell Ave,,5347898,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
113,0.23954450731374777,1124,Smith,744 E. 103rd St.,,5355689,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
293,0.14901388149995065,1125,Irving,749 S. Oakley Blvd,,5347295,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
249,0.972955,1126,Stock,7507 W. Birchwood,,5341215,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60631,,prekindergarten for all,,,3-4 hours,,,,,,,,,5341215,7507 w. birchwood,pfa-reg ts,,stock,,,,,,edison park,,,,,1126
293,0.16609177089895799,1127,Kellman,751 S. Sacramento,,5346602,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
113,0.56213413987840921,1128,Harvard,7525 S. Harvard,,5353045,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.60510138054283291,1129,Oglesby,7646 S. Green,,5353060,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.64311311816682615,1130,Stevenson,8010 S. Kostner,,5352280,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.62829081549936405,1131,Avalon Park,8045 S. Kenwood,,5356615,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.4984752443371987,1132,Mann,8050 S. Chappel,,5356640,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.73855560543585796,1133,Lenart,8101 S. LaSalle St.,,5350040,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.49011254164637352,1134,Cook,8150 S. Bishop,,5353315,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.61903689990238275,1135,South Chicago,8255 S. Houston Ave.,,5357930,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.887143493185238,1136,Ashburn School,8300 S. St Louis Ave.,,5357860,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.67836518822884073,1137,Dixon,8306 S. St. Lawrence,,5353834,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
293,0.011717760611159589,1138,Greeley,832 W. Sheridan,,5345800,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60623,ms. cassandra washington,prekindergarten for all,,ms. patricia vaughn-dossiea,3-4 hours,723729,mmoya-leanga@cps.edu,no,austin,,,humboldt park community; serves children ages 3-5,,5346100,1250 w. erie,pfa-reg ts,yes,"chicago public schools dvorak math & science tech  academy, anton",,www.cps.edu,chicago public schools,child parent center,,austin,no,,,,202
113,0.64806934047718445,1139,New Sullivan,8331 S. Mackinaw,,5356585,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.52064261497283471,1140,Coles,8441 S. Yates,,5356550,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
205,0.989694,1141,Inter-American Magnet,851 W. Waveland,,5345490,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60657,,prekindergarten for all,,,3-4 hours,,,,,,,,,5345490,851 w. waveland,pfa-reg,,inter-american magnet,,,,,,lake view,,,,,1141
113,0.84963395802342156,1142,Foster Park,8530 S. Wood St.,,5352725,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.57593868800571979,1143,Caldwell,8546 S. Cregier,,5356300,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
231,0.99459100961685176,1144,Dirksen,8601 W. Foster,,5341090,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60625,,prekindergarten for all,,,3-4 hours,,,,,,,,,5342390,2701 w. foster,pfa-reg,,chappell,,,,,,lincoln square,,,,,2347
113,0.64178172593214078,1145,"Thorp, J.N.",8914 S. Buffalo,,5356250,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.58304211764919511,1146,Mireles,9000 S. Exchange,,5356360,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.67979974041179736,1147,Fort Dearborn,9025 S. Throop,,5352680,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.63681435694499888,1148,Davis Dev. Center,9101 S. Jeffery,,5356209,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
462,,1149,Armour,911 West 32nd Place,,5357297,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.66451038584417232,1150,"Washington, H.",9130 S. University,,5356225,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.32214795703790622,1151,"Jackson, M.",917 W. 88Th St.,,5353341,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.53693713886397232,1152,Warren,9239 S. Jeffery,,5356625,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.79952706913558802,1153,Gillespie,9301 S. State St.,,5355065,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.24121824174511186,1154,Kozminski Com Acad,936 E. 54Th,,5350980,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.53406528635900852,1155,Wacker,9746 S. Morgan,,5352821,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.54198144297210538,1156,Schmid,9755 S. Greenwood,,5356235,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.51938083670577218,1157,Marsh,9810 S. Exchange,,5356430,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.51677257856544179,1158,Evers,9811 S. Lowe,,5352565,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.54267081557487962,1159,Taylor,9912 S. Avenue,,5356240,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
113,0.59859546349973103,1160,Lawrence,9928 S. Crandon,,5356320,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,60629,dr. jo la tanya easterling-hood,prekindergarten for all,chicago public schools,dr. jo la tanya easterling-hood,3-4 hours,,,no,greater grand crossing,,,,,5353250,7050 s. may,pfa-reg ts,yes,chicago public schools claremont math and science  academy,,www.cps.edu,chicago public schools,child parent center,,greater grand crossing,no,,,paula cottone,203
2,0.97295504808425903,1161,Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd,,9395115,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,state pre-kindergarten,,,half day/full day,,,,,,,,,9395115,1001 w roosevelt rd,,,easter seals society of metropolitan chicago - gilchrist-marchman,,,,,,,,,,,1161
2,0.97295504808425903,1162,Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd,,9395115,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,state pre-kindergarten,,,half day/full day,,,,,,,,,9395115,1001 w roosevelt rd,,,easter seals society of metropolitan chicago - gilchrist-marchman,,,,,,,,,,,1161
330,0.99054557085037231,1163,Marcy Newberry Association - Newberry Center,1073 W Maxwell St,,8297555,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,vernon lyle,school age,,vernon lyle,part day/full day,,,yes,near west side,,,,,8297555,1073 w maxwell,gertrude ricks,no,marcy newberry association,,www.marcy-newberry.org,marcy newberry association,child care,,,no,,,2753sa(school age (sa)),3323
463,,1164,South East Asia Center - South East Asia Center(Foster),1112 W Foster Ave,,,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.98628257513046269,1165,South East Asia Center - South-East Asia Center(Ainslie),1124 W Ainslie St,,9897433,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60640,fe mendoza,state pre-kindergarten,,fe mendoza,part day/full day,,,yes,uptown,,,,,9897433,1134 w ainslie,peter porr,no,south east asia center,,www.se-asiacenter.org,south east asia center,child care,,,no,,,"7139it(child care it center), 7139ps (child care ps center &",18
17,0.97996083131203282,1166,Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave,,7466024,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,,60608,kimberly johnson,head start,,kimberly johnson,half day/full day,,,no,near west side,,,,,7466024,1312 s racine,gertrude ricks,yes,marcy newberry association - fosco abla center,,www.marcy-newberry.org,marcy newberry association,early head start,,,yes,,,"4195it(child care it center), 7086ps (hs collaboration with",28
